date,header,time,description,date_entity
23.06.16,איזו עיר הכי מסוכנת לילדים שלכם בקיץ? ,00:15,"דירוג ""אור ירוק"" לחופש הגדול: חדרה היא העיר שבה שיעור הילדים שנפגעו בתאונות דרכים בקיץ הוא הגבוה ביותר • האם גם העיר שלכם בדירוג? ","אודי עציון   (תאריך: 23.06.16, שעה: 00:15) "
19.06.16,"הבוקר שאחרי התאונה: ""מנסים להתאושש מהמראות""  ",11:08,"אלן וונג, בעלי המסעדה התל-אביבית, מתקשה לעכל את התאונה הקטלנית שאירעה במקום אמש, שבה נהרגו שלושה בני אדם. ""מזל שהרכב נעצר בעמוד, אחרת היו ","נועם (דבול) דביר  (תאריך: 19.06.16, שעה: 11:08)  "
19.06.16,"התאונה במסעדה: ""הבת שלי עפה באוויר ובעלי נמחץ"" ",07:19,"משפחות רז ותורג'מן היו ביום כיף בתל אביב שהסתיים באסון: מנשה רז (47) מאשדוד עמד בגבו לכביש בעת שדיבר בטלפון, ונפגע מהרכב שככל הנראה איבד ","כתבי ynet  (תאריך: 19.06.16, שעה: 07:19)  "
18.06.16,רוכב אופניים נדרס פעמיים בכביש 444 - ונהרג ,00:26,"הרוכב נפגע מרכב בסמוך לקיבוץ גבעת השלושה. נהג נוסף שלא הספיק לבלום פגע גם הוא ברוכב, ומותו נקבע במקום. שני הנהגים עוכבו לחקירה. מוקדם יותר ","רענן בן צור  (תאריך: 18.06.16, שעה: 00:26)  "
16.06.16,איך לנסוע ולחזור מאילת בשלום הקיץ ,00:15,ושוב: 3 הרוגים בתאונה חזיתית בכביש הערבה (90)  • מה צריך לעשות כדי לא להיכנס לסטטיסטיקה ,"אודי עציון  (תאריך: 16.06.16, שעה: 00:15) "
15.06.16,שני הרוגים בשעה: בן שנתיים נדרס למוות ,21:58,אחרי השעה 19:00 נפגע אנושות רוכב אופנוע מפגיעת רכב בבאר שבע ומת מפצעיו. שעה חלפה ופעוט בן שנתיים נדרס למוות בטמרה. מתחילת השנה: 150 הרוגים ,"כתבי ynet  (תאריך: 15.06.16, שעה: 21:58) "
13.06.16,הבת נהרגה בתאונת דרכים בגיל 21 - והיא משתתפת לזכרה בטריאתלון ,01:52,"סוזי דבוסקין ובתה תמר נהגו לקחת חלק יחד בתחרות האתגרית. אחרי האסון שנפל עליה, החלה האם להשתתף באירוע לבדה. ""כשחציתי את קו הסיום, פרצתי בבכי"" ","ציפי רומן  (תאריך: 13.06.16, שעה: 01:52) "
10.06.16,שלושה הרוגים בכביש הערבה ,00:42, ,"אילנה קוריאל ומאיר תורג'מן  (תאריך: 10.06.16, שעה: 00:42) "
09.06.16,הקלות הבלתי נסבלת של עבירות התנועה ,15:37,"הם עוברים באדום, נוסעים במהירויות מטורפות ולא אכפת להם מאף אחד - ואיפה משטרת התנועה? מנסה לאכוף את החוק, אבל זה לא פשוט כשעל כל 115 ק""מ של ","ynet  (תאריך: 09.06.16, שעה: 15:37)  "
07.06.16,המשטרה התרשלה – והרישיון יוחזר לנהג ,23:26,בעקבות תאונה קטלנית נפסל רישיונו של נהג אמבולנס. הוא ביקש לקבל אותו בחזרה והשופטת הסכימה: המשטרה ביצעה טעות גסה גם אם בתום לב ,"עו""ד אסף שמיר  (תאריך: 07.06.16, שעה: 23:26) "
06.06.16,"נהג שפגע וברח לא נתפס, קרנית חויבה לשלם ",17:02,"סטודנט מב""ש נפגע ממכונית לפנות בוקר ועבר ניתוח בידו. קרן נפגעי תאונות לא האמינה לו וסירבה לפצות. ביהמ""ש קבע: היא תשלם לו 120 אלף שקל ","עו""ד דותן לינדנברג  (תאריך: 06.06.16, שעה: 17:02) "
05.06.16,"ירושלים בדרכים: פחות דו""חות, יותר תאונות ",14:46,"בשנת 2015 כמעט הוכפל מספר ההרוגים מתאונות דרכים בירושלים, הילדים הירושלמים נפגעים כמעט פי 2 מאלו התל אביבים, אבל בכל הקשור לדו""חות, ","ynet  (תאריך: 05.06.16, שעה: 14:46)  "
02.06.16,"אישה נהרגה בפגע וברח, רוכב קלנועית נדרס למוות ",12:42,שלושה הרוגים ביממה: רוכב קלנועית כבן 70 נפגע ממשאית בשדרות בני ברית באשדוד. הבוקר נקבע מותה של ברוריה אביטן (56) שנפגעה אמש מרכב בבאר שבע ,"אילנה קוריאל, אחיה ראב""ד והלל פוסק  (תאריך: 02.06.16, שעה: 12:42)  "
02.06.16,"חצי מהנהגים הצעירים מודים: אנחנו יודעים שמסוכן, אבל מסמסים בנהיגה ",00:15, ,"אודי עציון  (תאריך: 02.06.16, שעה: 00:15) "
01.06.16,הרוג ופצוע קשה בתאונה בין שתי משאיות בשפלה ,15:09,"צוותים של מגן דוד אדום, שהוזעקו לזירת התאונה בכביש 431 ליד רמלה, קבעו את מותו של גבר בן 50 ששהה באחת המשאיות. נהג המשאית שנמחצה פונה במצב ","אלי סניור ורענן בן צור  (תאריך: 01.06.16, שעה: 15:09)  "
01.06.16,"עוזי נהרג בתאונת אופנוע: ""המשפחה מרוסקת"" ",13:31,"נהג משאית, שלפי החשד לא שמר מרחק מהאופנוע של עוזי חנוכה מכפר יונה, פגע בו בעוצמה. צוות של מד""א קבע את מותו בזירה. הוא הותיר אחריו אישה ו-3 ","רענן בן צור  (תאריך: 01.06.16, שעה: 13:31) "
01.06.16,"לילה קטלני בכבישים: רוכב אופנוע נהרג, בן 3 נפצע אנוש ",01:23,רוכב אופנוע כבן 33 נהרג בהתנגשות עם משאית בכביש החוף סמוך למחלף נתניה. באירוע קשה נוסף נפצע ילד בן 3 באורח אנוש ושישה נפצעו קל עד בינוני ,"כתבי ynet  (תאריך: 01.06.16, שעה: 01:23) "
30.05.16,סכנה ידועה מראש: תיעוד גמלים משוטטים בכבישי הנגב ,12:27,שוב אישה נהרגה בהתנגשות חזיתית בשיירת גמלים בכביש בין באר שבע לחצרים. בחמש השנים האחרונות נפגעו 202 נהגים בתאונות עם בעלי חיים. תושבי האזור ,"אילנה קוריאל  (תאריך: 30.05.16, שעה: 12:27)  "
28.05.16,"עוד קורבן ל""כביש המוות"": רוכב אופנוע נהרג ",17:47,"אופנוען שנסע בכביש 66, שגבה עשרות קורבנות בעשור האחרון והוגדר ""כביש אדום"", נפגע מרכב ומת בבית החולים. החקירה העלתה כי הנהג הפוגע לא ציית ","אחיה ראב""ד והלל פוסק  (תאריך: 28.05.16, שעה: 17:47)  "
26.05.16,ארבעה הולכי רגל  הרוגים בשבוע: למה? ,00:15,"הולכי רגל יורדים פעמים רבות לכביש בחוסר זהירות, אבל הנהג חייב לזכור: מבחינת החוק הוא הגורם האחראי שצריך לגלות עירנות ולאפשר להם לחצות, גם ","אודי עציון  (תאריך: 26.05.16, שעה: 00:15) "
25.05.16,נהג פגע באישה בדרך לחדר לידה - ומואשם במות התינוקת ,12:53,"התינוקת נולדה, אבל מתה כעבור 40 דקות בבית החולים. בן 19 שחצה באדום והתנגש ברכב שבו נסעה האם הואשם בגרימת מוות ברשלנות ","גלעד מורג  (תאריך: 25.05.16, שעה: 12:53) "
24.05.16,"לעבור את ל""ג בעומר בשלום ",11:34,"הוא אחד החגים השמחים בארצנו וכולל מסיבות כיתה, אירועים חברתיים והילולה אחת גדולה, אך בצד כל אלו ישנן לא מעט סכנות בל""ג בעומר, החל מרכב עמוס ","ynet  (תאריך: 24.05.16, שעה: 11:34) "
24.05.16,"שוטר מג""ב בן 19 והולכת רגל נהרגו בתאונות ",10:03,"רש""ט רון סיידו מקריית מלאכי נהרג בתאונה חזיתית באזור לכיש. בת 60 נדרסה למוות על ידי משאית באילת ","כתבי ynet  (תאריך: 24.05.16, שעה: 10:03) "
23.05.16,הלילה: בן 50 נהרג מפגיעת רכב בצפון ,07:18,מחוסר בית חצה את הכביש בדרך עכו-חיפה שלא במעבר חצייה ונפגע מרכב חולף. מותו נקבע במקום והנהג הפוגע עוכב לחקירה. מתחילת השנה: 127 הרוגים ,"אחיה ראב""ד ורועי ינובסקי  (תאריך: 23.05.16, שעה: 07:18) "
22.05.16,שוטרים התרשלו בחקירה – הנהג הפוגע זוכה ,23:03,"כתב אישום ייחס לנהג אי ציות לרמזור ואי מתן זכות קדימה להולכת רגל ברמת גן. אבל כשהשוטרים החוקרים עלו להעיד, הצטיירה תמונה אחרת ","עו""ד משה בורנשטיין  (תאריך: 22.05.16, שעה: 23:03) "
22.05.16,תאונות דרכים: 4 נפגעים מדי יום מאופניים חשמליים ,17:17,"הלשכה המרכזית לסטטיסטיקה מפרסמת את סיכום הנפגעים ב-2015 על הכביש, עם עלייה בכל הקטגוריות וחשיפת מידת פגיעותם ופגיעתם של רוכבי אופניים ","הלל פוסק  (תאריך: 22.05.16, שעה: 17:17)  "
21.05.16,בת 80 נהרגה בתאונת דרכים בגליל התחתון ,19:26,"שני כלי רכב היו מעורבים בתאונה בכביש 77, בכניסה לאזור התעשייה ציפורית. בן 75 שהיה איתה במכונית נפצע בינוני ואדם נוסף נפצע קל. בצהריים נפצע ","אחיה ראב""ד  (תאריך: 21.05.16, שעה: 19:26) "
20.05.16,3 חודשים לאחר הדריסה: שוטר מת מפצעיו ,11:24,"רס""ב נתן יוסיפוב הורה לג'ורג' הישאם גרייב (19) לעצור בצומת המוסכים בנצרת, אך זה לא נענה לו, דרס אותו וברח. לאחר שלושה חודשי מאבק, יוסיפוב מת ","אחיה ראב""ד ורענן בן צור  (תאריך: 20.05.16, שעה: 11:24)  "
16.05.16,3 הרוגים בשתי תאונות דרכים תוך כרבע שעה ,16:14,בתאונה חזיתית שאירעה סמוך לצומת דבירה בדרום נהרגו שניים וארבעה נפצעו. גבר בשנות ה-60 לחייו נפגע משני כלי רכב בכניסה הדרומית לחיפה. אחד ,"אחיה ראב""ד ואילנה קוריאל  (תאריך: 16.05.16, שעה: 16:14)  "
16.05.16,דרישת המדינה: שבע שנות מאסר לנהג משאית שגרם למות שבעה בני אדם ,14:42,"במסגרת הסדר טיעון הודה ג'מאל אבו סיאם בעבירות הריגה ונהיגה ברכב לא תקין. התביעה תבקש מאסר של שבע שנים בלבד לאבו סיאם, שנהג באפריל 2013 ","אחיה ראב""ד  (תאריך: 16.05.16, שעה: 14:42)  "
13.05.16,הבוקר: רוכב אופנוע נהרג בתאונה בכביש 4 ,09:10,"הרוכב, כבן 30, התנגש ברכב פרטי בצומת אילנות ליד פרדסיה. פרמדיקים של מד""א נאלצו לקבוע את מותו. מתחילת השנה: 116 הרוגים בכבישים ","רענן בן צור  (תאריך: 13.05.16, שעה: 09:10) "
08.05.16,הלילה: בן 60 נהרג בתאונה בראשון לציון ,09:14,"בתאונה בין שני כלי רכב ברחוב שפרינצק בעיר נפצעו שלושה בני אדם. גבר כבן 60 מת הבוקר מפצעיו. אישה נוספת, גם כן כבת 60, מאושפזת במצב קשה וצעיר ","אלי סניור  (תאריך: 08.05.16, שעה: 09:14) "
07.05.16,תל אביב: הרוגה ופצוע קשה מפגיעת רכב ,05:14,"בת 27 ובן 31 רכבו על אופנוע בשדרות משה דיין בעיר ונפגעו מרכב פרטי. השניים פונו במצב קשה לבית החולים איכילוב, שם נפטרה הצעירה. שניים מנוסעי ","שחר חי  (תאריך: 07.05.16, שעה: 05:14)  "
04.05.16,הנהג שפגע בבן 3 וברח: 'יודע שעשיתי טעות' ,17:20,"שבוע אחרי התאונה בקריית מלאכי הוגש כתב אישום המייחס לשון אליה הפקרה של הפעוט ונהיגה בפסילה. מעצרו הוארך ב-12 יום. השופט: ""אין לסמוך עליך"" ","אילנה קוריאל ומתן צורי  (תאריך: 04.05.16, שעה: 17:20)  "
